source_id,source_name,target_id,target_name,relationship,confidence,score,decision,notes
naics:238210,Electrical Contractors and Other Wiring Installation Contractors,uc:Pr_40_10_57_23,Electrical diagrams,uses,A,0.5,,
naics:238210,Electrical Contractors and Other Wiring Installation Contractors,uc:Pr_40_50_13_26,Electric clocks,uses,A,0.5,,
naics:238210,Electrical Contractors and Other Wiring Installation Contractors,uc:Pr_40_70_17_27,Electric ovens,uses,A,0.5,,
naics:238210,Electrical Contractors and Other Wiring Installation Contractors,uc:Pr_40_70_24_26,Electric barbecues,uses,A,0.5,,
naics:238210,Electrical Contractors and Other Wiring Installation Contractors,uc:Pr_40_70_35_27,Electric kilns,uses,A,0.5,,
naics:238210,Electrical Contractors and Other Wiring Installation Contractors,uc:Pr_40_70_84_67,Power plates,uses,A,0.5,,
naics:238210,Electrical Contractors and Other Wiring Installation Contractors,uc:Pr_60_60_08_27,Electric boilers,uses,A,0.5,,
naics:238210,Electrical Contractors and Other Wiring Installation Contractors,uc:Pr_65_72_97,Wiring accessories,uses,A,0.5,,
naics:238210,Electrical Contractors and Other Wiring Installation Contractors,uc:Pr_70_75_94_27,Electric doorbells,uses,A,0.5,,
naics:23822,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_60_65_37_12,Chilled water cooling coils,uses,A,0.714,,
naics:23822,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_37_04,Air-to-water heat pumps,uses,A,0.714,,
naics:23822,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_37_96,Water-to-air heat pumps,uses,A,0.714,,
naics:23822,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_65_57_02_96,Water wash grease air filters,uses,A,0.667,,
naics:23822,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_60_65_37_47,Low-temperature hot water heating coils,uses,A,0.625,,
naics:23822,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_65_57_02_15,Cold water mist grease air filters,uses,A,0.625,,
naics:23822,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_36_49,Low-temperature hot water underfloor heating,uses,A,0.625,,
naics:23822,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_37_47,Low-temperature air-to-water heat pumps,uses,A,0.625,,
naics:23822,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_37_82,Single-split water-to-air heat pumps,uses,A,0.625,,
naics:23822,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_37_50,Medium or high-temperature air-to-water heat pumps,uses,A,0.588,,
naics:238220,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_60_65_37_12,Chilled water cooling coils,uses,A,0.714,,
naics:238220,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_37_04,Air-to-water heat pumps,uses,A,0.714,,
naics:238220,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_37_96,Water-to-air heat pumps,uses,A,0.714,,
naics:238220,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_65_57_02_96,Water wash grease air filters,uses,A,0.667,,
naics:238220,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_60_65_37_47,Low-temperature hot water heating coils,uses,A,0.625,,
naics:238220,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_65_57_02_15,Cold water mist grease air filters,uses,A,0.625,,
naics:238220,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_36_49,Low-temperature hot water underfloor heating,uses,A,0.625,,
naics:238220,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_37_47,Low-temperature air-to-water heat pumps,uses,A,0.625,,
naics:238220,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_37_82,Single-split water-to-air heat pumps,uses,A,0.625,,
naics:238220,"Plumbing, Heating, and Air-Conditioning Contractors",uc:Pr_70_60_37_50,Medium or high-temperature air-to-water heat pumps,uses,A,0.588,,
naics:23829,Other Building Equipment Contractors,uc:Pr_40_70,Equipment,uses,C,0.25,,
naics:23829,Other Building Equipment Contractors,uc:Pr_20_29_04_27,Equipment fasteners,uses,C,0.2,,
naics:23829,Other Building Equipment Contractors,uc:Pr_25_57_10_09,Building papers,uses,C,0.2,,
naics:23829,Other Building Equipment Contractors,uc:Pr_40_30_61,Play equipment,uses,C,0.2,,
naics:23829,Other Building Equipment Contractors,uc:Pr_40_50_83_06,Balancing equipment,uses,C,0.2,,
naics:23829,Other Building Equipment Contractors,uc:Pr_40_50_83_44,Jumping equipment,uses,C,0.2,,
naics:23829,Other Building Equipment Contractors,uc:Pr_40_70_13,Cleaning equipment,uses,C,0.2,,
naics:23829,Other Building Equipment Contractors,uc:Pr_40_70_50,Mail equipment,uses,C,0.2,,
naics:23829,Other Building Equipment Contractors,uc:Pr_40_70_51_84,Sterilization equipment,uses,C,0.2,,
naics:23829,Other Building Equipment Contractors,uc:Pr_40_70_63,Photographic equipment,uses,C,0.2,,
naics:238290,Other Building Equipment Contractors,uc:Pr_40_70,Equipment,uses,C,0.25,,
naics:238290,Other Building Equipment Contractors,uc:Pr_20_29_04_27,Equipment fasteners,uses,C,0.2,,
naics:238290,Other Building Equipment Contractors,uc:Pr_25_57_10_09,Building papers,uses,C,0.2,,
naics:238290,Other Building Equipment Contractors,uc:Pr_40_30_61,Play equipment,uses,C,0.2,,
naics:238290,Other Building Equipment Contractors,uc:Pr_40_50_83_06,Balancing equipment,uses,C,0.2,,
naics:238290,Other Building Equipment Contractors,uc:Pr_40_50_83_44,Jumping equipment,uses,C,0.2,,
naics:238290,Other Building Equipment Contractors,uc:Pr_40_70_13,Cleaning equipment,uses,C,0.2,,
naics:238290,Other Building Equipment Contractors,uc:Pr_40_70_50,Mail equipment,uses,C,0.2,,
naics:238290,Other Building Equipment Contractors,uc:Pr_40_70_51_84,Sterilization equipment,uses,C,0.2,,
naics:238290,Other Building Equipment Contractors,uc:Pr_40_70_63,Photographic equipment,uses,C,0.2,,
naics:2383,Building Finishing Contractors,uc:Pr_25_57_10_09,Building papers,uses,C,0.25,,
naics:2383,Building Finishing Contractors,uc:Pr_35_31_65_30,Finishing compounds,uses,C,0.25,,
naics:2383,Building Finishing Contractors,uc:Pr_20_29_60_20,Cup (finishing) washers,uses,C,0.2,,
naics:2383,Building Finishing Contractors,uc:Pr_25_71_22_15,Composite finishing battens,uses,C,0.2,,
naics:2383,Building Finishing Contractors,uc:Pr_25_71_22_64,Plastics finishing battens,uses,C,0.2,,
naics:2383,Building Finishing Contractors,uc:Pr_25_71_29_84,Stone finishing battens,uses,C,0.2,,
naics:2383,Building Finishing Contractors,uc:Pr_35,Covering and finishing products,uses,C,0.2,,
naics:2383,Building Finishing Contractors,uc:Pr_40_50_21_47,Laundry finishing tables,uses,C,0.2,,
naics:2383,Building Finishing Contractors,uc:Pr_40_50_21_50,Manicure finishing tables,uses,C,0.2,,
naics:2383,Building Finishing Contractors,uc:Pr_25_57_10_12,Cellulose based building papers,uses,D,0.167,,
naics:23831,Drywall and Insulation Contractors,uc:Pr_25_71_35_80,Sound insulation gypsum plasterboards,uses,A,0.7,,
naics:23831,Drywall and Insulation Contractors,uc:Pr_25_71_35_88,Thermal laminate gypsum plasterboards,uses,A,0.7,,
naics:23831,Drywall and Insulation Contractors,uc:Pr_25_71_35_81,Sound-insulating laminate gypsum plasterboards,uses,A,0.636,,
naics:23831,Drywall and Insulation Contractors,uc:Pr_20_31_35_35,Gypsum,uses,A,0.5,,
naics:23831,Drywall and Insulation Contractors,uc:Pr_20_29_76_65,Plasterboard screws,uses,B,0.444,,
naics:23831,Drywall and Insulation Contractors,uc:Pr_20_93_52_36,Gypsum blocks,uses,B,0.444,,
naics:23831,Drywall and Insulation Contractors,uc:Pr_25_71_35_06,Gypsum baseboards,uses,B,0.444,,
naics:23831,Drywall and Insulation Contractors,uc:Pr_25_71_35_61,Gypsum planks,uses,B,0.444,,
naics:23831,Drywall and Insulation Contractors,uc:Pr_25_71_35_63,Plasterboard panels,uses,B,0.444,,
naics:23831,Drywall and Insulation Contractors,uc:Pr_25_71_35_65,Gypsum plasterboards,uses,B,0.444,,
naics:238310,Drywall and Insulation Contractors,uc:Pr_25_71_35_80,Sound insulation gypsum plasterboards,uses,A,0.7,,
naics:238310,Drywall and Insulation Contractors,uc:Pr_25_71_35_88,Thermal laminate gypsum plasterboards,uses,A,0.7,,
naics:238310,Drywall and Insulation Contractors,uc:Pr_25_71_35_81,Sound-insulating laminate gypsum plasterboards,uses,A,0.636,,
naics:238310,Drywall and Insulation Contractors,uc:Pr_20_31_35_35,Gypsum,uses,A,0.5,,
naics:238310,Drywall and Insulation Contractors,uc:Pr_20_29_76_65,Plasterboard screws,uses,B,0.444,,
naics:238310,Drywall and Insulation Contractors,uc:Pr_20_93_52_36,Gypsum blocks,uses,B,0.444,,
naics:238310,Drywall and Insulation Contractors,uc:Pr_25_71_35_06,Gypsum baseboards,uses,B,0.444,,
naics:238310,Drywall and Insulation Contractors,uc:Pr_25_71_35_61,Gypsum planks,uses,B,0.444,,
naics:238310,Drywall and Insulation Contractors,uc:Pr_25_71_35_63,Plasterboard panels,uses,B,0.444,,
naics:238310,Drywall and Insulation Contractors,uc:Pr_25_71_35_65,Gypsum plasterboards,uses,B,0.444,,
naics:23832,Painting and Wall Covering Contractors,uc:Pr_35_31,Formless covering and finish products,uses,B,0.455,,
naics:23832,Painting and Wall Covering Contractors,uc:Pr_35_93,Unit covering and finish products,uses,B,0.455,,
naics:23832,Painting and Wall Covering Contractors,uc:Pr_15_31_04_60,Paint strippers,uses,B,0.4,,
naics:23832,Painting and Wall Covering Contractors,uc:Pr_35_31_64_32,Finish plasters,uses,B,0.4,,
naics:23832,Painting and Wall Covering Contractors,uc:Pr_35_31_66_55,Multicoloured finish basecoats,uses,B,0.364,,
naics:23832,Painting and Wall Covering Contractors,uc:Pr_35_31_66_65,Powder-coating primers,uses,B,0.364,,
naics:23832,Painting and Wall Covering Contractors,uc:Pr_35_31_66_71,Resin coating primers,uses,B,0.364,,
naics:23832,Painting and Wall Covering Contractors,uc:Pr_35_31_67_41,Insecticidal paint additives,uses,B,0.364,,
naics:23832,Painting and Wall Covering Contractors,uc:Pr_35_31_77_42,Intumescent coating sealers,uses,B,0.364,,
naics:23832,Painting and Wall Covering Contractors,uc:Pr_35_31_22_55,Multicoloured finish spatter coatings,uses,B,0.333,,
naics:238320,Painting and Wall Covering Contractors,uc:Pr_35_31,Formless covering and finish products,uses,B,0.455,,
naics:238320,Painting and Wall Covering Contractors,uc:Pr_35_93,Unit covering and finish products,uses,B,0.455,,
naics:238320,Painting and Wall Covering Contractors,uc:Pr_15_31_04_60,Paint strippers,uses,B,0.4,,
naics:238320,Painting and Wall Covering Contractors,uc:Pr_35_31_64_32,Finish plasters,uses,B,0.4,,
naics:238320,Painting and Wall Covering Contractors,uc:Pr_35_31_66_55,Multicoloured finish basecoats,uses,B,0.364,,
naics:238320,Painting and Wall Covering Contractors,uc:Pr_35_31_66_65,Powder-coating primers,uses,B,0.364,,
naics:238320,Painting and Wall Covering Contractors,uc:Pr_35_31_66_71,Resin coating primers,uses,B,0.364,,
naics:238320,Painting and Wall Covering Contractors,uc:Pr_35_31_67_41,Insecticidal paint additives,uses,B,0.364,,
naics:238320,Painting and Wall Covering Contractors,uc:Pr_35_31_77_42,Intumescent coating sealers,uses,B,0.364,,
naics:238320,Painting and Wall Covering Contractors,uc:Pr_35_31_22_55,Multicoloured finish spatter coatings,uses,B,0.333,,
naics:23833,Flooring Contractors,uc:Pr_20_29_14_31,Floor clips,uses,A,0.5,,
naics:23833,Flooring Contractors,uc:Pr_30_36_36_29,Floor springs,uses,A,0.5,,
naics:23833,Flooring Contractors,uc:Pr_30_59_36_30,Floor hatches,uses,A,0.5,,
naics:23833,Flooring Contractors,uc:Pr_35_31_06_31,Floor seals,uses,A,0.5,,
naics:23833,Flooring Contractors,uc:Pr_35_31_06_55,Multilayer flooring,uses,A,0.5,,
naics:23833,Flooring Contractors,uc:Pr_35_31_06_77,Screed flooring,uses,A,0.5,,
naics:23833,Flooring Contractors,uc:Pr_35_31_68_31,Floor dyes,uses,A,0.5,,
naics:23833,Flooring Contractors,uc:Pr_35_31_68_32,Floor polishes,uses,A,0.5,,
naics:23833,Flooring Contractors,uc:Pr_65_52_24_28,Floor channels,uses,A,0.5,,
naics:23833,Flooring Contractors,uc:Pr_65_52_24_31,Floor gullies,uses,A,0.5,,
naics:238330,Flooring Contractors,uc:Pr_20_29_14_31,Floor clips,uses,A,0.5,,
naics:238330,Flooring Contractors,uc:Pr_30_36_36_29,Floor springs,uses,A,0.5,,
naics:238330,Flooring Contractors,uc:Pr_30_59_36_30,Floor hatches,uses,A,0.5,,
naics:238330,Flooring Contractors,uc:Pr_35_31_06_31,Floor seals,uses,A,0.5,,
naics:238330,Flooring Contractors,uc:Pr_35_31_06_55,Multilayer flooring,uses,A,0.5,,
naics:238330,Flooring Contractors,uc:Pr_35_31_06_77,Screed flooring,uses,A,0.5,,
naics:238330,Flooring Contractors,uc:Pr_35_31_68_31,Floor dyes,uses,A,0.5,,
naics:238330,Flooring Contractors,uc:Pr_35_31_68_32,Floor polishes,uses,A,0.5,,
naics:238330,Flooring Contractors,uc:Pr_65_52_24_28,Floor channels,uses,A,0.5,,
naics:238330,Flooring Contractors,uc:Pr_65_52_24_31,Floor gullies,uses,A,0.5,,
naics:23834,Tile and Terrazzo Contractors,uc:Pr_35_93_96_89,Terrazzo tile skirtings,uses,A,0.667,,
naics:23834,Tile and Terrazzo Contractors,uc:Pr_20_31_02_89,Tile adhesives,uses,A,0.5,,
naics:23834,Tile and Terrazzo Contractors,uc:Pr_25_71_14_15,Ceramic panels,uses,A,0.5,,
naics:23834,Tile and Terrazzo Contractors,uc:Pr_25_93_72_11,Ceramic slates,uses,A,0.5,,
naics:23834,Tile and Terrazzo Contractors,uc:Pr_35_90_50_88,Tile creasings,uses,A,0.5,,
naics:23834,Tile and Terrazzo Contractors,uc:Pr_35_93_96_13,Ceramic tile borders,uses,A,0.5,,
naics:23834,Tile and Terrazzo Contractors,uc:Pr_35_93_96_19,Ceramic tiles,uses,A,0.5,,
naics:23834,Tile and Terrazzo Contractors,uc:Pr_35_93_96_87,Tile matting,uses,A,0.5,,
naics:23834,Tile and Terrazzo Contractors,uc:Pr_35_93_96_92,Tile spacers,uses,A,0.5,,
naics:23834,Tile and Terrazzo Contractors,uc:Pr_40_20_96_15,Ceramic sinks,uses,A,0.5,,
naics:238340,Tile and Terrazzo Contractors,uc:Pr_35_93_96_89,Terrazzo tile skirtings,uses,A,0.667,,
naics:238340,Tile and Terrazzo Contractors,uc:Pr_20_31_02_89,Tile adhesives,uses,A,0.5,,
naics:238340,Tile and Terrazzo Contractors,uc:Pr_25_71_14_15,Ceramic panels,uses,A,0.5,,
naics:238340,Tile and Terrazzo Contractors,uc:Pr_25_93_72_11,Ceramic slates,uses,A,0.5,,
naics:238340,Tile and Terrazzo Contractors,uc:Pr_35_90_50_88,Tile creasings,uses,A,0.5,,
naics:238340,Tile and Terrazzo Contractors,uc:Pr_35_93_96_13,Ceramic tile borders,uses,A,0.5,,
naics:238340,Tile and Terrazzo Contractors,uc:Pr_35_93_96_19,Ceramic tiles,uses,A,0.5,,
naics:238340,Tile and Terrazzo Contractors,uc:Pr_35_93_96_87,Tile matting,uses,A,0.5,,
naics:238340,Tile and Terrazzo Contractors,uc:Pr_35_93_96_92,Tile spacers,uses,A,0.5,,
naics:238340,Tile and Terrazzo Contractors,uc:Pr_40_20_96_15,Ceramic sinks,uses,A,0.5,,
naics:23835,Finish Carpentry Contractors,uc:Pr_15_31_04_60,Paint strippers,uses,A,0.571,,
naics:23835,Finish Carpentry Contractors,uc:Pr_35_31_64_32,Finish plasters,uses,A,0.571,,
naics:23835,Finish Carpentry Contractors,uc:Pr_35_31_66_55,Multicoloured finish basecoats,uses,A,0.5,,
naics:23835,Finish Carpentry Contractors,uc:Pr_35_31_66_65,Powder-coating primers,uses,A,0.5,,
naics:23835,Finish Carpentry Contractors,uc:Pr_35_31_66_71,Resin coating primers,uses,A,0.5,,
naics:23835,Finish Carpentry Contractors,uc:Pr_35_31_67_41,Insecticidal paint additives,uses,A,0.5,,
naics:23835,Finish Carpentry Contractors,uc:Pr_35_31_77_42,Intumescent coating sealers,uses,A,0.5,,
naics:23835,Finish Carpentry Contractors,uc:Pr_35_31,Formless covering and finish products,uses,B,0.444,,
naics:23835,Finish Carpentry Contractors,uc:Pr_35_31_22_55,Multicoloured finish spatter coatings,uses,B,0.444,,
naics:23835,Finish Carpentry Contractors,uc:Pr_35_31_68_55,Multicoloured finish glaze coats,uses,B,0.444,,
naics:238350,Finish Carpentry Contractors,uc:Pr_15_31_04_60,Paint strippers,uses,A,0.571,,
naics:238350,Finish Carpentry Contractors,uc:Pr_35_31_64_32,Finish plasters,uses,A,0.571,,
naics:238350,Finish Carpentry Contractors,uc:Pr_35_31_66_55,Multicoloured finish basecoats,uses,A,0.5,,
naics:238350,Finish Carpentry Contractors,uc:Pr_35_31_66_65,Powder-coating primers,uses,A,0.5,,
naics:238350,Finish Carpentry Contractors,uc:Pr_35_31_66_71,Resin coating primers,uses,A,0.5,,
naics:238350,Finish Carpentry Contractors,uc:Pr_35_31_67_41,Insecticidal paint additives,uses,A,0.5,,
naics:238350,Finish Carpentry Contractors,uc:Pr_35_31_77_42,Intumescent coating sealers,uses,A,0.5,,
naics:238350,Finish Carpentry Contractors,uc:Pr_35_31,Formless covering and finish products,uses,B,0.444,,
naics:238350,Finish Carpentry Contractors,uc:Pr_35_31_22_55,Multicoloured finish spatter coatings,uses,B,0.444,,
naics:238350,Finish Carpentry Contractors,uc:Pr_35_31_68_55,Multicoloured finish glaze coats,uses,B,0.444,,
naics:23839,Other Building Finishing Contractors,uc:Pr_25_57_10_09,Building papers,uses,C,0.2,,
naics:23839,Other Building Finishing Contractors,uc:Pr_35_31_65_30,Finishing compounds,uses,C,0.2,,
naics:23839,Other Building Finishing Contractors,uc:Pr_20_29_60_20,Cup (finishing) washers,uses,D,0.167,,
naics:23839,Other Building Finishing Contractors,uc:Pr_25_71_22_15,Composite finishing battens,uses,D,0.167,,
naics:23839,Other Building Finishing Contractors,uc:Pr_25_71_22_64,Plastics finishing battens,uses,D,0.167,,
naics:23839,Other Building Finishing Contractors,uc:Pr_25_71_29_84,Stone finishing battens,uses,D,0.167,,
naics:23839,Other Building Finishing Contractors,uc:Pr_35,Covering and finishing products,uses,D,0.167,,
naics:23839,Other Building Finishing Contractors,uc:Pr_40_50_21_47,Laundry finishing tables,uses,D,0.167,,
naics:23839,Other Building Finishing Contractors,uc:Pr_40_50_21_50,Manicure finishing tables,uses,D,0.167,,
naics:238390,Other Building Finishing Contractors,uc:Pr_25_57_10_09,Building papers,uses,C,0.2,,
naics:238390,Other Building Finishing Contractors,uc:Pr_35_31_65_30,Finishing compounds,uses,C,0.2,,
naics:238390,Other Building Finishing Contractors,uc:Pr_20_29_60_20,Cup (finishing) washers,uses,D,0.167,,
naics:238390,Other Building Finishing Contractors,uc:Pr_25_71_22_15,Composite finishing battens,uses,D,0.167,,
naics:238390,Other Building Finishing Contractors,uc:Pr_25_71_22_64,Plastics finishing battens,uses,D,0.167,,
naics:238390,Other Building Finishing Contractors,uc:Pr_25_71_29_84,Stone finishing battens,uses,D,0.167,,
naics:238390,Other Building Finishing Contractors,uc:Pr_35,Covering and finishing products,uses,D,0.167,,
naics:238390,Other Building Finishing Contractors,uc:Pr_40_50_21_47,Laundry finishing tables,uses,D,0.167,,
naics:238390,Other Building Finishing Contractors,uc:Pr_40_50_21_50,Manicure finishing tables,uses,D,0.167,,
naics:23891,Site Preparation Contractors,uc:Pr_40_30_30_32,Food preparation worktops,uses,C,0.2,,
naics:23891,Site Preparation Contractors,uc:Pr_40_50_21_32,Food preparation tables,uses,C,0.2,,
naics:23891,Site Preparation Contractors,uc:Pr_40_50_90_31,Food preparation trolleys,uses,C,0.2,,
naics:23891,Site Preparation Contractors,uc:Pr_40_70_65,Preparation catering equipment,uses,C,0.2,,
naics:23891,Site Preparation Contractors,uc:Pr_35_31_65,"Preparation materials, fillers and stoppers",uses,D,0.167,,
naics:238910,Site Preparation Contractors,uc:Pr_40_30_30_32,Food preparation worktops,uses,C,0.2,,
naics:238910,Site Preparation Contractors,uc:Pr_40_50_21_32,Food preparation tables,uses,C,0.2,,
naics:238910,Site Preparation Contractors,uc:Pr_40_50_90_31,Food preparation trolleys,uses,C,0.2,,
naics:238910,Site Preparation Contractors,uc:Pr_40_70_65,Preparation catering equipment,uses,C,0.2,,
naics:238910,Site Preparation Contractors,uc:Pr_35_31_65,"Preparation materials, fillers and stoppers",uses,D,0.167,,
